Entity,Code,Year,Average effective age of retirement (OECD)
Japan,JPN,1976,69.0
Japan,JPN,1977,68.85
Japan,JPN,1978,68.85
Japan,JPN,1979,68.8
Japan,JPN,1980,68.8
Japan,JPN,1981,68.35
Japan,JPN,1982,68.4
Japan,JPN,1983,68.30000000000001
Japan,JPN,1984,68.0
Japan,JPN,1985,67.9
Japan,JPN,1986,68.0
Japan,JPN,1987,67.9
Japan,JPN,1988,68.0
Japan,JPN,1989,68.25
Japan,JPN,1990,68.5
Japan,JPN,1991,69.1
Japan,JPN,1992,69.4
Japan,JPN,1993,69.35
Japan,JPN,1994,68.85
Japan,JPN,1995,68.6
Japan,JPN,1996,68.45
Japan,JPN,1997,68.39999771000001
Japan,JPN,1998,68.04999924
Japan,JPN,1999,68.19999999999999
Japan,JPN,2000,68.15
Japan,JPN,2001,67.85
Japan,JPN,2002,67.69999999999999
Japan,JPN,2003,67.80000000000001
Japan,JPN,2004,67.8
Japan,JPN,2005,67.80000000000001
Japan,JPN,2006,67.85
Japan,JPN,2007,68.0
Japan,JPN,2008,68.25
Japan,JPN,2009,68.5
Japan,JPN,2010,68.55
Japan,JPN,2011,68.05000000000001
Japan,JPN,2012,67.95
Japan,JPN,2013,68.35
Japan,JPN,2014,68.44999999999999
Japan,JPN,2015,68.7
Japan,JPN,2016,69.44999999999999
Japan,JPN,2017,69.95000076
Japan,JPN,2018,69.95000076
Japan,JPN,2019,70.57500113999902
Japan,JPN,2020,71.00000144399883
Japan,JPN,2021,71.42500174799864
Japan,JPN,2022,71.85000205199833
Latvia,LVA,1960,74.14500395200378
Latvia,LVA,1961,73.78000383800361
Latvia,LVA,1962,73.41500372400355
Latvia,LVA,1963,73.05000361000339
Latvia,LVA,1964,72.68500349600333
Latvia,LVA,1965,72.32000338200328
Latvia,LVA,1966,71.95500326800311
Latvia,LVA,1967,71.59000315400306
Latvia,LVA,1968,71.22500304000289
Latvia,LVA,1969,70.86000292600284
Latvia,LVA,1970,70.49500281200267
Latvia,LVA,1971,70.13000269800261
Latvia,LVA,1972,69.76500258400256
Latvia,LVA,1973,69.40000247000239
Latvia,LVA,1974,69.03500235600234
Latvia,LVA,1975,68.67000224200217
Latvia,LVA,1976,68.30500212800212
Latvia,LVA,1977,67.94000201400206
Latvia,LVA,1978,67.5750019000019
Latvia,LVA,1979,67.21000178600184
Latvia,LVA,1980,66.84500167200167
Latvia,LVA,1981,66.48000155800162
Latvia,LVA,1982,66.11500144400145
Latvia,LVA,1983,65.7500013300014
Latvia,LVA,1984,65.38500121600134
Latvia,LVA,1985,65.02000110200117
Latvia,LVA,1986,64.65500098800112
Latvia,LVA,1987,64.29000087400095
Latvia,LVA,1988,63.9250007600009
Latvia,LVA,1989,63.560000646000844
Latvia,LVA,1990,63.19500053200068
Latvia,LVA,1991,62.83000041800062
Latvia,LVA,1992,62.465000304000455
Latvia,LVA,1993,62.1000001900004
Latvia,LVA,1994,61.75
Latvia,LVA,1995,61.35
Latvia,LVA,1996,61.0
Latvia,LVA,1997,60.64999962
Latvia,LVA,1998,61.200000765
Latvia,LVA,1999,60.8
Latvia,LVA,2000,60.900000000000006
Latvia,LVA,2001,61.55
Latvia,LVA,2002,62.8
Latvia,LVA,2003,61.05
Latvia,LVA,2004,61.85
Latvia,LVA,2005,61.8
Latvia,LVA,2006,61.4
Latvia,LVA,2007,63.35
Latvia,LVA,2008,63.45
Latvia,LVA,2009,63.55
Latvia,LVA,2010,64.05
Latvia,LVA,2011,64.80000000000001
Latvia,LVA,2012,64.94999999999999
Latvia,LVA,2013,64.0
Latvia,LVA,2014,63.05
Latvia,LVA,2015,61.45
Latvia,LVA,2016,61.6
Latvia,LVA,2017,62.65000153
Latvia,LVA,2018,65.19999695
Latvia,LVA,2019,65.79999771499797
Latvia,LVA,2020,67.02999695299741
Latvia,LVA,2021,68.2599961909973
Latvia,LVA,2022,69.48999542899674
Lithuania,LTU,1960,70.4700040040027
Lithuania,LTU,1961,70.20500388850257
Lithuania,LTU,1962,69.94000377300256
Lithuania,LTU,1963,69.67500365750243
Lithuania,LTU,1964,69.41000354200241
Lithuania,LTU,1965,69.14500342650229
Lithuania,LTU,1966,68.88000331100227
Lithuania,LTU,1967,68.61500319550214
Lithuania,LTU,1968,68.35000308000212
Lithuania,LTU,1969,68.085002964502
Lithuania,LTU,1970,67.82000284900198
Lithuania,LTU,1971,67.55500273350185
Lithuania,LTU,1972,67.29000261800184
Lithuania,LTU,1973,67.0250025025017
Lithuania,LTU,1974,66.76000238700169
Lithuania,LTU,1975,66.49500227150156
Lithuania,LTU,1976,66.23000215600155
Lithuania,LTU,1977,65.96500204050142
Lithuania,LTU,1978,65.7000019250014
Lithuania,LTU,1979,65.43500180950127
Lithuania,LTU,1980,65.17000169400114
Lithuania,LTU,1981,64.90500157850113
Lithuania,LTU,1982,64.640001463001
Lithuania,LTU,1983,64.37500134750098
Lithuania,LTU,1984,64.11000123200085
Lithuania,LTU,1985,63.84500111650084
Lithuania,LTU,1986,63.58000100100071
Lithuania,LTU,1987,63.315000885500694
Lithuania,LTU,1988,63.050000770000565
Lithuania,LTU,1989,62.78500065450055
Lithuania,LTU,1990,62.52000053900042
Lithuania,LTU,1991,62.255000423500405
Lithuania,LTU,1992,61.990000308000276
Lithuania,LTU,1993,61.72500019250026
Lithuania,LTU,1994,61.45
Lithuania,LTU,1995,61.2
Lithuania,LTU,1996,60.95
Lithuania,LTU,1997,60.649999615
Lithuania,LTU,1998,61.199998855
Lithuania,LTU,1999,60.85
Lithuania,LTU,2000,60.2
Lithuania,LTU,2001,60.650000000000006
Lithuania,LTU,2002,61.05
Lithuania,LTU,2003,61.35
Lithuania,LTU,2004,62.6
Lithuania,LTU,2005,62.65
Lithuania,LTU,2006,60.8
Lithuania,LTU,2007,60.05
Lithuania,LTU,2008,60.8
Lithuania,LTU,2009,60.25
Lithuania,LTU,2010,61.3
Lithuania,LTU,2011,62.65
Lithuania,LTU,2012,63.0
Lithuania,LTU,2013,63.45
Lithuania,LTU,2014,63.35
Lithuania,LTU,2015,62.6
Lithuania,LTU,2016,61.9
Lithuania,LTU,2017,62.75
Lithuania,LTU,2018,63.650001525
Lithuania,LTU,2019,63.72500152499913
Lithuania,LTU,2020,64.12500198249904
Lithuania,LTU,2021,64.52500243999896
Lithuania,LTU,2022,64.92500289749887
Luxembourg,LUX,1960,65.6300000000004
Luxembourg,LUX,1961,65.48500000000035
Luxembourg,LUX,1962,65.34000000000032
Luxembourg,LUX,1963,65.19500000000028
Luxembourg,LUX,1964,65.05000000000024
Luxembourg,LUX,1965,64.90500000000026
Luxembourg,LUX,1966,64.76000000000022
Luxembourg,LUX,1967,64.61500000000018
Luxembourg,LUX,1968,64.47000000000014
Luxembourg,LUX,1969,64.3250000000001
Luxembourg,LUX,1970,64.25
Luxembourg,LUX,1971,63.95
Luxembourg,LUX,1972,63.85
Luxembourg,LUX,1973,63.8
Luxembourg,LUX,1974,63.650000000000006
Luxembourg,LUX,1975,63.65
Luxembourg,LUX,1976,63.400000000000006
Luxembourg,LUX,1977,63.150000000000006
Luxembourg,LUX,1978,62.9
Luxembourg,LUX,1979,62.65
Luxembourg,LUX,1980,62.4
Luxembourg,LUX,1981,62.150000000000006
Luxembourg,LUX,1982,61.05
Luxembourg,LUX,1983,60.25
Luxembourg,LUX,1984,60.05
Luxembourg,LUX,1985,60.35
Luxembourg,LUX,1986,60.85
Luxembourg,LUX,1987,61.8
Luxembourg,LUX,1988,60.0
Luxembourg,LUX,1989,60.35
Luxembourg,LUX,1990,60.2
Luxembourg,LUX,1991,58.25
Luxembourg,LUX,1992,58.400000000000006
Luxembourg,LUX,1993,59.6
Luxembourg,LUX,1994,58.85
Luxembourg,LUX,1995,58.9
Luxembourg,LUX,1996,58.15
Luxembourg,LUX,1997,57.949998855
Luxembourg,LUX,1998,58.54999924
Luxembourg,LUX,1999,59.0
Luxembourg,LUX,2000,60.0
Luxembourg,LUX,2001,59.0
Luxembourg,LUX,2002,59.8
Luxembourg,LUX,2003,58.75
Luxembourg,LUX,2004,58.900000000000006
Luxembourg,LUX,2005,60.3
Luxembourg,LUX,2006,59.95
Luxembourg,LUX,2007,59.900000000000006
Luxembourg,LUX,2008,60.6
Luxembourg,LUX,2009,57.55
Luxembourg,LUX,2010,58.150000000000006
Luxembourg,LUX,2011,58.25
Luxembourg,LUX,2012,59.0
Luxembourg,LUX,2013,59.55
Luxembourg,LUX,2014,61.9
Luxembourg,LUX,2015,59.75
Luxembourg,LUX,2016,61.1
Luxembourg,LUX,2017,60.25
Luxembourg,LUX,2018,60.89999962
Luxembourg,LUX,2019,61.14999961999956
Luxembourg,LUX,2020,61.40999950599951
Luxembourg,LUX,2021,61.66999939199934
Luxembourg,LUX,2022,61.929999277999286
Malta,MLT,1960,57.34499999999909
Malta,MLT,1961,57.464999999999094
Malta,MLT,1962,57.58499999999913
Malta,MLT,1963,57.70499999999916
Malta,MLT,1964,57.82499999999919
Malta,MLT,1965,57.9449999999992
Malta,MLT,1966,58.06499999999923
Malta,MLT,1967,58.18499999999926
Malta,MLT,1968,58.304999999999296
Malta,MLT,1969,58.42499999999933
Malta,MLT,1970,58.544999999999334
Malta,MLT,1971,58.66499999999937
Malta,MLT,1972,58.7849999999994
Malta,MLT,1973,58.90499999999943
Malta,MLT,1974,59.02499999999944
Malta,MLT,1975,59.14499999999947
Malta,MLT,1976,59.2649999999995
Malta,MLT,1977,59.384999999999536
Malta,MLT,1978,59.50499999999957
Malta,MLT,1979,59.624999999999574
Malta,MLT,1980,59.74499999999961
Malta,MLT,1981,59.86499999999964
Malta,MLT,1982,59.98499999999967
Malta,MLT,1983,60.10499999999968
Malta,MLT,1984,60.22499999999971
Malta,MLT,1985,60.34499999999974
Malta,MLT,1986,60.464999999999776
Malta,MLT,1987,60.58499999999981
Malta,MLT,1988,60.704999999999814
Malta,MLT,1989,60.82499999999985
Malta,MLT,1990,60.95
Malta,MLT,1991,61.05
Malta,MLT,1992,61.2
Malta,MLT,1993,61.3
Malta,MLT,1994,61.45
Malta,MLT,1995,61.3
Malta,MLT,1996,61.35
Malta,MLT,1997,62.14999962
Malta,MLT,1998,62.35000038
Malta,MLT,1999,62.45
Malta,MLT,2000,62.75
Malta,MLT,2001,61.4
Malta,MLT,2002,61.25
Malta,MLT,2003,60.75
Malta,MLT,2004,60.0
Malta,MLT,2005,58.2
Malta,MLT,2006,59.5
Malta,MLT,2007,60.5
Malta,MLT,2008,61.8
Malta,MLT,2009,60.75
Malta,MLT,2010,62.35
Malta,MLT,2011,61.05
Malta,MLT,2012,60.4
Malta,MLT,2013,61.35
Malta,MLT,2014,61.9
Malta,MLT,2015,61.9
Malta,MLT,2016,62.5
Malta,MLT,2017,63.25
Malta,MLT,2018,62.79999924
Malta,MLT,2019,63.47499923999908
Malta,MLT,2020,63.8199990119989
Malta,MLT,2021,64.16499878399861
Malta,MLT,2022,64.50999855599844
Mexico,MEX,1960,83.1049999999999
Mexico,MEX,1961,82.88499999999993
Mexico,MEX,1962,82.66499999999996
Mexico,MEX,1963,82.445
Mexico,MEX,1964,82.22499999999997
Mexico,MEX,1965,82.005
Mexico,MEX,1966,81.78500000000003
Mexico,MEX,1967,81.565
Mexico,MEX,1968,81.34500000000003
Mexico,MEX,1969,81.12500000000006
Mexico,MEX,1970,80.90500000000009
Mexico,MEX,1971,80.68500000000006
Mexico,MEX,1972,80.46500000000009
Mexico,MEX,1973,80.24500000000012
Mexico,MEX,1974,80.02500000000015
Mexico,MEX,1975,79.8
Mexico,MEX,1976,79.6
Mexico,MEX,1977,79.35
Mexico,MEX,1978,79.15
Mexico,MEX,1979,78.85
Mexico,MEX,1980,78.65
Mexico,MEX,1981,78.5
Mexico,MEX,1982,78.3
Mexico,MEX,1983,78.15
Mexico,MEX,1984,78.0
Mexico,MEX,1985,77.85
Mexico,MEX,1986,77.2
Mexico,MEX,1987,76.55
Mexico,MEX,1988,75.95
Mexico,MEX,1989,75.3
Mexico,MEX,1990,74.7
Mexico,MEX,1991,74.19999999999999
Mexico,MEX,1992,74.05
Mexico,MEX,1993,74.1
Mexico,MEX,1994,73.35
Mexico,MEX,1995,72.4
Mexico,MEX,1996,72.2
Mexico,MEX,1997,73.549999235
Mexico,MEX,1998,72.19999695
Mexico,MEX,1999,72.75
Mexico,MEX,2000,72.05
Mexico,MEX,2001,71.05
Mexico,MEX,2002,70.4
Mexico,MEX,2003,71.0
Mexico,MEX,2004,73.0
Mexico,MEX,2005,73.0
Mexico,MEX,2006,74.05
Mexico,MEX,2007,73.80000000000001
Mexico,MEX,2008,73.3
Mexico,MEX,2009,70.8
Mexico,MEX,2010,70.6
Mexico,MEX,2011,70.15
Mexico,MEX,2012,70.25
Mexico,MEX,2013,70.4
Mexico,MEX,2014,69.45
Mexico,MEX,2015,70.1
Mexico,MEX,2016,69.6
Mexico,MEX,2017,69.0
Mexico,MEX,2018,68.900001525
Mexico,MEX,2019,68.35000152500061
Mexico,MEX,2020,67.93000198250081
Mexico,MEX,2021,67.51000244000102
Mexico,MEX,2022,67.09000289750111
Netherlands,NLD,1960,70.03500000000054
Netherlands,NLD,1961,69.6950000000005
Netherlands,NLD,1962,69.35500000000047
Netherlands,NLD,1963,69.01500000000044
Netherlands,NLD,1964,68.67500000000041
Netherlands,NLD,1965,68.33500000000038
Netherlands,NLD,1966,67.99500000000023
Netherlands,NLD,1967,67.6550000000002
Netherlands,NLD,1968,67.31500000000017
Netherlands,NLD,1969,66.97500000000014
Netherlands,NLD,1970,66.65
Netherlands,NLD,1971,66.25
Netherlands,NLD,1972,66.0
Netherlands,NLD,1973,65.6
Netherlands,NLD,1974,65.19999999999999
Netherlands,NLD,1975,64.6
Netherlands,NLD,1976,64.4
Netherlands,NLD,1977,64.0
Netherlands,NLD,1978,63.85
Netherlands,NLD,1979,63.5
Netherlands,NLD,1980,63.55
Netherlands,NLD,1981,62.65
Netherlands,NLD,1982,62.25
Netherlands,NLD,1983,62.15
Netherlands,NLD,1984,61.900000000000006
Netherlands,NLD,1985,61.25
Netherlands,NLD,1986,60.3
Netherlands,NLD,1987,60.0
Netherlands,NLD,1988,60.1
Netherlands,NLD,1989,59.6
Netherlands,NLD,1990,59.25
Netherlands,NLD,1991,59.55
Netherlands,NLD,1992,59.75
Netherlands,NLD,1993,59.6
Netherlands,NLD,1994,60.1
Netherlands,NLD,1995,60.6
Netherlands,NLD,1996,59.6
Netherlands,NLD,1997,60.299999235
Netherlands,NLD,1998,60.25
Netherlands,NLD,1999,60.2
Netherlands,NLD,2000,59.650000000000006
Netherlands,NLD,2001,59.8
Netherlands,NLD,2002,59.5
Netherlands,NLD,2003,59.7
Netherlands,NLD,2004,59.75
Netherlands,NLD,2005,60.7
Netherlands,NLD,2006,60.95
Netherlands,NLD,2007,61.35
Netherlands,NLD,2008,62.0
Netherlands,NLD,2009,62.2
Netherlands,NLD,2010,62.15
Netherlands,NLD,2011,62.8
Netherlands,NLD,2012,62.95
Netherlands,NLD,2013,62.55
Netherlands,NLD,2014,62.55
Netherlands,NLD,2015,62.8
Netherlands,NLD,2016,62.9
Netherlands,NLD,2017,63.25
Netherlands,NLD,2018,63.849998475
Netherlands,NLD,2019,64.07499847499946
Netherlands,NLD,2020,64.42499801749932
Netherlands,NLD,2021,64.77499755999918
Netherlands,NLD,2022,65.12499710249904
New Zealand,NZL,1960,73.46500000000037
New Zealand,NZL,1961,73.05500000000029
New Zealand,NZL,1962,72.64500000000021
New Zealand,NZL,1963,72.23500000000024
New Zealand,NZL,1964,71.82500000000016
New Zealand,NZL,1965,71.41500000000019
New Zealand,NZL,1966,71.00500000000011
New Zealand,NZL,1967,70.59500000000014
New Zealand,NZL,1968,70.18500000000006
New Zealand,NZL,1969,69.77499999999998
New Zealand,NZL,1970,69.3
New Zealand,NZL,1971,69.05000000000001
New Zealand,NZL,1972,68.55
New Zealand,NZL,1973,68.1
New Zealand,NZL,1974,67.65
New Zealand,NZL,1975,67.25
New Zealand,NZL,1976,66.85
New Zealand,NZL,1977,66.30000000000001
New Zealand,NZL,1978,65.9
New Zealand,NZL,1979,65.44999999999999
New Zealand,NZL,1980,65.05
New Zealand,NZL,1981,64.65
New Zealand,NZL,1982,64.3
New Zealand,NZL,1983,63.9
New Zealand,NZL,1984,63.55
New Zealand,NZL,1985,63.2
New Zealand,NZL,1986,62.85
New Zealand,NZL,1987,62.9
New Zealand,NZL,1988,63.0
New Zealand,NZL,1989,62.3
New Zealand,NZL,1990,62.15
New Zealand,NZL,1991,62.0
New Zealand,NZL,1992,61.8
New Zealand,NZL,1993,61.85
New Zealand,NZL,1994,61.7
New Zealand,NZL,1995,62.0
New Zealand,NZL,1996,61.8
New Zealand,NZL,1997,61.399999615
New Zealand,NZL,1998,62.14999962
New Zealand,NZL,1999,62.6
New Zealand,NZL,2000,62.1
New Zealand,NZL,2001,62.6
New Zealand,NZL,2002,62.75
New Zealand,NZL,2003,62.900000000000006
New Zealand,NZL,2004,63.85
New Zealand,NZL,2005,64.8
New Zealand,NZL,2006,65.3
New Zealand,NZL,2007,65.25
New Zealand,NZL,2008,65.5
New Zealand,NZL,2009,66.05
New Zealand,NZL,2010,65.7
New Zealand,NZL,2011,65.9
New Zealand,NZL,2012,66.6
New Zealand,NZL,2013,66.94999999999999
New Zealand,NZL,2014,67.1
New Zealand,NZL,2015,66.80000000000001
New Zealand,NZL,2016,67.4
New Zealand,NZL,2017,68.40000153
New Zealand,NZL,2018,68.10000228999999
New Zealand,NZL,2019,68.90000305499893
New Zealand,NZL,2020,69.3900038949987
New Zealand,NZL,2021,69.88000473499847
New Zealand,NZL,2022,70.37000557499823
Norway,NOR,1960,69.62000000000023
Norway,NOR,1961,69.44000000000017
Norway,NOR,1962,69.26000000000016
Norway,NOR,1963,69.08000000000015
Norway,NOR,1964,68.90000000000015
Norway,NOR,1965,68.72000000000014
Norway,NOR,1966,68.54000000000013
Norway,NOR,1967,68.36000000000013
Norway,NOR,1968,68.18000000000012
Norway,NOR,1969,68.00000000000011
Norway,NOR,1970,67.8
Norway,NOR,1971,67.65
Norway,NOR,1972,67.5
Norway,NOR,1973,67.25
Norway,NOR,1974,66.95
Norway,NOR,1975,67.0
Norway,NOR,1976,67.30000000000001
Norway,NOR,1977,67.5
Norway,NOR,1978,67.25
Norway,NOR,1979,66.6
Norway,NOR,1980,66.5
Norway,NOR,1981,66.45
Norway,NOR,1982,66.6
Norway,NOR,1983,66.85
Norway,NOR,1984,66.1
Norway,NOR,1985,64.95
Norway,NOR,1986,64.45
Norway,NOR,1987,63.95
Norway,NOR,1988,63.25
Norway,NOR,1989,63.35
Norway,NOR,1990,62.95
Norway,NOR,1991,62.650000000000006
Norway,NOR,1992,62.15
Norway,NOR,1993,62.5
Norway,NOR,1994,63.2
Norway,NOR,1995,63.65
Norway,NOR,1996,64.1
Norway,NOR,1997,64.60000228999999
Norway,NOR,1998,64.80000305
Norway,NOR,1999,64.15
Norway,NOR,2000,63.85
Norway,NOR,2001,63.5
Norway,NOR,2002,62.4
Norway,NOR,2003,62.4
Norway,NOR,2004,62.25
Norway,NOR,2005,62.55
Norway,NOR,2006,63.1
Norway,NOR,2007,63.7
Norway,NOR,2008,64.8
Norway,NOR,2009,64.65
Norway,NOR,2010,63.95
Norway,NOR,2011,64.25
Norway,NOR,2012,64.55
Norway,NOR,2013,63.95
Norway,NOR,2014,64.7
Norway,NOR,2015,64.95
Norway,NOR,2016,65.30000000000001
Norway,NOR,2017,64.70000076
Norway,NOR,2018,65.09999847
Norway,NOR,2019,64.97499885000008
Norway,NOR,2020,64.95999846700009
Norway,NOR,2021,64.9449980840001
Norway,NOR,2022,64.92999770100013
OECD average,,1960,70.05500000000023
OECD average,,1961,69.81000000000017
OECD average,,1962,69.56500000000017
OECD average,,1963,69.32000000000016
OECD average,,1964,69.0750000000001
OECD average,,1965,68.8300000000001
OECD average,,1966,68.5850000000001
OECD average,,1967,68.34000000000003
OECD average,,1968,68.09500000000003
OECD average,,1969,67.85000000000002
OECD average,,1970,67.65
OECD average,,1971,67.3
OECD average,,1972,67.1
OECD average,,1973,66.9
OECD average,,1974,66.65
OECD average,,1975,66.45
OECD average,,1976,66.19999999999999
OECD average,,1977,65.95
OECD average,,1978,65.65
OECD average,,1979,65.25
OECD average,,1980,65.2
OECD average,,1981,64.8
OECD average,,1982,64.5
OECD average,,1983,64.25
OECD average,,1984,63.900000000000006
OECD average,,1985,63.75
OECD average,,1986,63.55
OECD average,,1987,63.55
OECD average,,1988,63.25
OECD average,,1989,63.4
OECD average,,1990,63.25
OECD average,,1991,63.1
OECD average,,1992,62.85
OECD average,,1993,62.9
OECD average,,1994,62.7
OECD average,,1995,62.45
OECD average,,1996,62.3
OECD average,,1997,62.25
OECD average,,1998,62.10000038
OECD average,,1999,62.150000000000006
OECD average,,2000,62.05
OECD average,,2001,62.05
OECD average,,2002,62.2
OECD average,,2003,62.2
OECD average,,2004,62.3
OECD average,,2005,62.7
OECD average,,2006,62.900000000000006
OECD average,,2007,63.0
OECD average,,2008,63.15
OECD average,,2009,63.1
OECD average,,2010,63.2
OECD average,,2011,63.3
OECD average,,2012,63.650000000000006
OECD average,,2013,63.7
OECD average,,2014,63.9
OECD average,,2015,64.0
OECD average,,2016,64.25
OECD average,,2017,64.400001525
OECD average,,2018,64.550001145
OECD average,,2019,64.75000190749961
OECD average,,2020,64.93000240349954
OECD average,,2021,65.11000289949948
OECD average,,2022,65.29000339549941
Poland,POL,1960,82.25500000000125
Poland,POL,1961,81.31000000000108
Poland,POL,1962,80.36500000000092
Poland,POL,1963,79.42000000000098
Poland,POL,1964,78.47500000000082
Poland,POL,1965,77.53000000000065
Poland,POL,1966,76.58500000000072
Poland,POL,1967,75.64000000000055
Poland,POL,1968,74.69500000000039
Poland,POL,1969,73.75000000000045
Poland,POL,1970,72.9
Poland,POL,1971,71.75
Poland,POL,1972,70.85
Poland,POL,1973,70.05
Poland,POL,1974,69.55000000000001
Poland,POL,1975,69.0
Poland,POL,1976,68.5
Poland,POL,1977,68.0
Poland,POL,1978,67.5
Poland,POL,1979,67.1
Poland,POL,1980,66.55
Poland,POL,1981,66.05
Poland,POL,1982,65.45
Poland,POL,1983,65.0
Poland,POL,1984,65.0
Poland,POL,1985,64.95
Poland,POL,1986,64.95
Poland,POL,1987,64.95
Poland,POL,1988,64.9
Poland,POL,1989,64.7
Poland,POL,1990,64.75
Poland,POL,1991,64.75
Poland,POL,1992,64.65
Poland,POL,1993,64.75
Poland,POL,1994,63.65
Poland,POL,1995,62.65
Poland,POL,1996,61.8
Poland,POL,1997,60.95000076
Poland,POL,1998,60.799999235
Poland,POL,1999,61.1
Poland,POL,2000,60.400000000000006
Poland,POL,2001,60.3
Poland,POL,2002,60.1
Poland,POL,2003,60.15
Poland,POL,2004,59.650000000000006
Poland,POL,2005,59.75
Poland,POL,2006,59.45
Poland,POL,2007,59.45
Poland,POL,2008,59.6
Poland,POL,2009,60.1
Poland,POL,2010,60.25
Poland,POL,2011,60.5
Poland,POL,2012,61.05
Poland,POL,2013,61.05
Poland,POL,2014,60.85
Poland,POL,2015,61.0
Poland,POL,2016,61.2
Poland,POL,2017,61.35000038
Poland,POL,2018,61.699998855
Poland,POL,2019,61.87499904499964
Poland,POL,2020,62.09999873949954
Poland,POL,2021,62.32499843399944
Poland,POL,2022,62.549998128499396
Portugal,PRT,1960,76.24500000000057
Portugal,PRT,1961,75.86500000000058
Portugal,PRT,1962,75.48500000000047
Portugal,PRT,1963,75.10500000000047
Portugal,PRT,1964,74.72500000000048
Portugal,PRT,1965,74.34500000000037
Portugal,PRT,1966,73.96500000000037
Portugal,PRT,1967,73.58500000000026
Portugal,PRT,1968,73.20500000000027
Portugal,PRT,1969,72.82500000000016
Portugal,PRT,1970,72.5
Portugal,PRT,1971,72.0
Portugal,PRT,1972,71.65
Portugal,PRT,1973,71.35
Portugal,PRT,1974,71.1
Portugal,PRT,1975,70.15
Portugal,PRT,1976,69.25
Portugal,PRT,1977,69.4
Portugal,PRT,1978,68.5
Portugal,PRT,1979,68.15
Portugal,PRT,1980,68.0
Portugal,PRT,1981,67.8
Portugal,PRT,1982,66.9
Portugal,PRT,1983,66.5
Portugal,PRT,1984,66.94999999999999
Portugal,PRT,1985,66.55000000000001
Portugal,PRT,1986,65.80000000000001
Portugal,PRT,1987,65.35
Portugal,PRT,1988,65.85
Portugal,PRT,1989,65.30000000000001
Portugal,PRT,1990,65.05
Portugal,PRT,1991,65.3
Portugal,PRT,1992,64.65
Portugal,PRT,1993,64.0
Portugal,PRT,1994,63.95
Portugal,PRT,1995,63.3
Portugal,PRT,1996,63.1
Portugal,PRT,1997,63.200000765
Portugal,PRT,1998,61.89999962
Portugal,PRT,1999,61.55
Portugal,PRT,2000,61.9
Portugal,PRT,2001,62.6
Portugal,PRT,2002,62.8
Portugal,PRT,2003,64.25
Portugal,PRT,2004,65.44999999999999
Portugal,PRT,2005,66.25
Portugal,PRT,2006,66.3
Portugal,PRT,2007,66.45
Portugal,PRT,2008,65.94999999999999
Portugal,PRT,2009,65.4
Portugal,PRT,2010,65.6
Portugal,PRT,2011,65.7
Portugal,PRT,2012,66.05000000000001
Portugal,PRT,2013,66.5
Portugal,PRT,2014,66.6
Portugal,PRT,2015,66.9
Portugal,PRT,2016,66.95
Portugal,PRT,2017,67.59999847
Portugal,PRT,2018,66.950000765
Portugal,PRT,2019,67.2999999999997
Portugal,PRT,2020,67.38000007649961
Portugal,PRT,2021,67.46000015299953
Portugal,PRT,2022,67.54000022949944
Romania,ROU,1960,70.44000000000028
Romania,ROU,1961,70.15500000000031
Romania,ROU,1962,69.87000000000023
Romania,ROU,1963,69.58500000000026
Romania,ROU,1964,69.30000000000018
Romania,ROU,1965,69.01500000000021
Romania,ROU,1966,68.73000000000013
Romania,ROU,1967,68.44500000000016
Romania,ROU,1968,68.16000000000008
Romania,ROU,1969,67.87500000000011
Romania,ROU,1970,67.6
Romania,ROU,1971,67.3
Romania,ROU,1972,67.0
Romania,ROU,1973,66.75
Romania,ROU,1974,66.44999999999999
Romania,ROU,1975,66.2
Romania,ROU,1976,65.9
Romania,ROU,1977,65.65
Romania,ROU,1978,65.05
Romania,ROU,1979,64.45
Romania,ROU,1980,63.900000000000006
Romania,ROU,1981,63.3
Romania,ROU,1982,62.7
Romania,ROU,1983,62.55
Romania,ROU,1984,62.45
Romania,ROU,1985,62.35
Romania,ROU,1986,62.2
Romania,ROU,1987,62.1
Romania,ROU,1988,61.95
Romania,ROU,1989,61.85
Romania,ROU,1990,61.75
Romania,ROU,1991,61.6
Romania,ROU,1992,61.5
Romania,ROU,1993,60.45
Romania,ROU,1994,60.95
Romania,ROU,1995,62.3
Romania,ROU,1996,60.2
Romania,ROU,1997,60.85000038
Romania,ROU,1998,61.299999235
Romania,ROU,1999,62.650000000000006
Romania,ROU,2000,65.05
Romania,ROU,2001,63.35
Romania,ROU,2002,64.75
Romania,ROU,2003,65.80000000000001
Romania,ROU,2004,66.85
Romania,ROU,2005,67.45
Romania,ROU,2006,68.9
Romania,ROU,2007,67.5
Romania,ROU,2008,67.25
Romania,ROU,2009,65.65
Romania,ROU,2010,65.9
Romania,ROU,2011,63.6
Romania,ROU,2012,66.35
Romania,ROU,2013,67.35
Romania,ROU,2014,67.2
Romania,ROU,2015,65.8
Romania,ROU,2016,67.19999999999999
Romania,ROU,2017,67.79999924
Romania,ROU,2018,67.95000076
Romania,ROU,2019,68.95000037999876
Romania,ROU,2020,69.65500053199844
Romania,ROU,2021,70.36000068399812
Romania,ROU,2022,71.06500083599758
Russia,RUS,1960,62.690000000000595
Russia,RUS,1961,62.61000000000058
Russia,RUS,1962,62.53000000000057
Russia,RUS,1963,62.45000000000056
