Year,Entity,Code,Average annual working hours per worker
1971,Portugal,PRT,2097.0461
1972,Portugal,PRT,2096.6499
1973,Portugal,PRT,2095.2966
1974,Portugal,PRT,2105.0916
1975,Portugal,PRT,2105.2266
1976,Portugal,PRT,2100.8796
1977,Portugal,PRT,2101.811
1978,Portugal,PRT,2087.2092
1979,Portugal,PRT,2072.2349
1980,Portugal,PRT,2053.4819
1981,Portugal,PRT,2036.1785
1982,Portugal,PRT,2016.1331
1983,Portugal,PRT,1998.1772
1984,Portugal,PRT,1981.213
1985,Portugal,PRT,1966.8304
1986,Portugal,PRT,1954.4536
1987,Portugal,PRT,1969.7723
1988,Portugal,PRT,1949.9332
1989,Portugal,PRT,1978.3394
1990,Portugal,PRT,1967.8943
1991,Portugal,PRT,1888.8375
1992,Portugal,PRT,1871.9889
1993,Portugal,PRT,1859.4235
1994,Portugal,PRT,1855.101
1995,Portugal,PRT,1893.4019
1996,Portugal,PRT,1894.422
1997,Portugal,PRT,1889.6281
1998,Portugal,PRT,1905.3082
1999,Portugal,PRT,1907.0874
2000,Portugal,PRT,1916.8097
2001,Portugal,PRT,1900.4532
2002,Portugal,PRT,1893.5931
2003,Portugal,PRT,1886.6373
2004,Portugal,PRT,1892.8103
2005,Portugal,PRT,1894.8535
2006,Portugal,PRT,1882.9833
2007,Portugal,PRT,1899.9846
2008,Portugal,PRT,1886.8917
2009,Portugal,PRT,1887.0959
2010,Portugal,PRT,1889.7576
2011,Portugal,PRT,1866.5815
2012,Portugal,PRT,1849.0493
2013,Portugal,PRT,1859.1348
2014,Portugal,PRT,1866.8982
2015,Portugal,PRT,1874.9194
2016,Portugal,PRT,1864.5854
2017,Portugal,PRT,1863.1744
2018,Portugal,PRT,1863.1744
2019,Portugal,PRT,1863.1744
2020,Portugal,PRT,1863.1744
2021,Portugal,PRT,1863.1744
2022,Portugal,PRT,1863.1744
1995,Romania,ROU,1822.6454
1996,Romania,ROU,1861.4635
1997,Romania,ROU,1860.5239
1998,Romania,ROU,1859.1493
1999,Romania,ROU,1850.0447
2000,Romania,ROU,1852.999
2001,Romania,ROU,1852.4805
2002,Romania,ROU,1867.1761
2003,Romania,ROU,1837.0599
2004,Romania,ROU,1845.963
2005,Romania,ROU,1852.9121
2006,Romania,ROU,1869.286
2007,Romania,ROU,1878.15
2008,Romania,ROU,1878.428
2009,Romania,ROU,1867.8512
2010,Romania,ROU,1860.6654
2011,Romania,ROU,1893.7997
2012,Romania,ROU,1811.5428
2013,Romania,ROU,1806.4569
2014,Romania,ROU,1792.5336
2015,Romania,ROU,1785.6711
2016,Romania,ROU,1792.7908
2017,Romania,ROU,1805.9998
2018,Romania,ROU,1805.9998
2019,Romania,ROU,1805.9998
2020,Romania,ROU,1805.9998
2021,Romania,ROU,1805.9998
2022,Romania,ROU,1805.9998
1992,Russia,RUS,1933.0
1993,Russia,RUS,1939.0
1994,Russia,RUS,1895.0
1995,Russia,RUS,1891.0
1996,Russia,RUS,1894.0
1997,Russia,RUS,1951.0
1998,Russia,RUS,1946.0
1999,Russia,RUS,1964.0
2000,Russia,RUS,1982.0
2001,Russia,RUS,1980.0
2002,Russia,RUS,1982.0
2003,Russia,RUS,1993.0
2004,Russia,RUS,1993.0
2005,Russia,RUS,1989.0
2006,Russia,RUS,1998.0
2007,Russia,RUS,1999.0
2008,Russia,RUS,1997.0
2009,Russia,RUS,1974.0
2010,Russia,RUS,1976.0
2011,Russia,RUS,1979.0
2012,Russia,RUS,1982.0
2013,Russia,RUS,1980.0
2014,Russia,RUS,1985.0
2015,Russia,RUS,1978.0
2016,Russia,RUS,1974.0
2017,Russia,RUS,1974.0
2018,Russia,RUS,1974.0
2019,Russia,RUS,1974.0
2020,Russia,RUS,1974.0
2021,Russia,RUS,1974.0
2022,Russia,RUS,1974.0
1985,Saint Lucia,LCA,1959.8116
1986,Saint Lucia,LCA,1943.3939
1987,Saint Lucia,LCA,1924.8438
1988,Saint Lucia,LCA,1898.2477
1989,Saint Lucia,LCA,1880.4877
1990,Saint Lucia,LCA,1881.7997
1991,Saint Lucia,LCA,1897.3466
1992,Saint Lucia,LCA,1928.8988
1993,Saint Lucia,LCA,1995.7933
1994,Saint Lucia,LCA,1962.6689
1995,Saint Lucia,LCA,1986.1134
1996,Saint Lucia,LCA,1972.0729
1997,Saint Lucia,LCA,2011.2849
1998,Saint Lucia,LCA,1972.3011
1999,Saint Lucia,LCA,1997.7997
2000,Saint Lucia,LCA,1979.1416
2001,Saint Lucia,LCA,1981.8158
2002,Saint Lucia,LCA,1981.8158
2003,Saint Lucia,LCA,1981.8158
2004,Saint Lucia,LCA,1981.8158
2005,Saint Lucia,LCA,1981.8158
2006,Saint Lucia,LCA,1981.8158
2007,Saint Lucia,LCA,1981.8158
2008,Saint Lucia,LCA,1981.8158
2009,Saint Lucia,LCA,1981.8158
2010,Saint Lucia,LCA,1981.8158
2011,Saint Lucia,LCA,1981.8158
2012,Saint Lucia,LCA,1981.8158
2013,Saint Lucia,LCA,1981.8158
2014,Saint Lucia,LCA,1981.8158
2015,Saint Lucia,LCA,1981.8158
2016,Saint Lucia,LCA,1981.8158
2017,Saint Lucia,LCA,1981.8158
2018,Saint Lucia,LCA,1981.8158
2019,Saint Lucia,LCA,1981.8158
2020,Saint Lucia,LCA,1981.8158
2021,Saint Lucia,LCA,1981.8158
2022,Saint Lucia,LCA,1981.8158
1960,Singapore,SGP,2296.9849
1961,Singapore,SGP,2291.8755
1962,Singapore,SGP,2286.7776
1963,Singapore,SGP,2281.6909
1964,Singapore,SGP,2276.6155
1965,Singapore,SGP,2271.5513
1966,Singapore,SGP,2266.4985
1967,Singapore,SGP,2261.457
1968,Singapore,SGP,2256.4265
1969,Singapore,SGP,2251.4075
1970,Singapore,SGP,2246.3994
1971,Singapore,SGP,2246.3452
1972,Singapore,SGP,2246.262
1973,Singapore,SGP,2246.1865
1974,Singapore,SGP,2246.1814
1975,Singapore,SGP,2225.8064
1976,Singapore,SGP,2250.8242
1977,Singapore,SGP,2198.7766
1978,Singapore,SGP,2198.0557
1979,Singapore,SGP,2174.7175
1980,Singapore,SGP,2182.9209
1981,Singapore,SGP,2208.874
1982,Singapore,SGP,2215.0676
1983,Singapore,SGP,2220.1228
1984,Singapore,SGP,2229.2292
1985,Singapore,SGP,2189.9102
1986,Singapore,SGP,2222.7244
1987,Singapore,SGP,2252.5029
1988,Singapore,SGP,2265.7773
1989,Singapore,SGP,2322.6218
1990,Singapore,SGP,2326.9338
1991,Singapore,SGP,2346.3354
1992,Singapore,SGP,2349.8481
1993,Singapore,SGP,2375.0393
1994,Singapore,SGP,2390.9065
1995,Singapore,SGP,2403.967
1996,Singapore,SGP,2424.0986
1997,Singapore,SGP,2437.7629
1998,Singapore,SGP,2425.8899
1999,Singapore,SGP,2446.3804
2000,Singapore,SGP,2463.3818
2001,Singapore,SGP,2443.5063
2002,Singapore,SGP,2435.3835
2003,Singapore,SGP,2440.1726
2004,Singapore,SGP,2407.2163
2005,Singapore,SGP,2407.3508
2006,Singapore,SGP,2399.0986
2007,Singapore,SGP,2378.3054
2008,Singapore,SGP,2370.7432
2009,Singapore,SGP,2335.3806
2010,Singapore,SGP,2373.0669
2011,Singapore,SGP,2330.0723
2012,Singapore,SGP,2337.4866
2013,Singapore,SGP,2328.0503
2014,Singapore,SGP,2290.3225
2015,Singapore,SGP,2263.1465
2016,Singapore,SGP,2252.5857
2017,Singapore,SGP,2237.7263
2018,Singapore,SGP,2237.7263
2019,Singapore,SGP,2237.7263
2020,Singapore,SGP,2237.7263
2021,Singapore,SGP,2237.7263
2022,Singapore,SGP,2237.7263
1990,Slovakia,SVK,1827.6455
1991,Slovakia,SVK,1827.7343
1992,Slovakia,SVK,1827.675
1993,Slovakia,SVK,1827.8033
1994,Slovakia,SVK,1827.4283
1995,Slovakia,SVK,1853.0483
1996,Slovakia,SVK,1819.6322
1997,Slovakia,SVK,1829.9979
1998,Slovakia,SVK,1821.8607
1999,Slovakia,SVK,1816.2406
2000,Slovakia,SVK,1815.6061
2001,Slovakia,SVK,1800.7356
2002,Slovakia,SVK,1754.074
2003,Slovakia,SVK,1697.5651
2004,Slovakia,SVK,1741.9944
2005,Slovakia,SVK,1769.4879
2006,Slovakia,SVK,1774.454
2007,Slovakia,SVK,1791.201
2008,Slovakia,SVK,1793.3569
2009,Slovakia,SVK,1780.3383
2010,Slovakia,SVK,1805.1501
2011,Slovakia,SVK,1793.0127
2012,Slovakia,SVK,1789.0425
2013,Slovakia,SVK,1771.6141
2014,Slovakia,SVK,1759.6132
2015,Slovakia,SVK,1754.0863
2016,Slovakia,SVK,1740.0107
2017,Slovakia,SVK,1745.2307
2018,Slovakia,SVK,1745.2307
2019,Slovakia,SVK,1745.2307
2020,Slovakia,SVK,1745.2307
2021,Slovakia,SVK,1745.2307
2022,Slovakia,SVK,1745.2307
1995,Slovenia,SVN,1755.3971
1996,Slovenia,SVN,1727.4915
1997,Slovenia,SVN,1714.797
1998,Slovenia,SVN,1727.9677
1999,Slovenia,SVN,1729.6924
2000,Slovenia,SVN,1710.0972
2001,Slovenia,SVN,1695.8896
2002,Slovenia,SVN,1720.5181
2003,Slovenia,SVN,1723.8251
2004,Slovenia,SVN,1736.5703
2005,Slovenia,SVN,1696.6035
2006,Slovenia,SVN,1667.4508
2007,Slovenia,SVN,1654.9396
2008,Slovenia,SVN,1673.6466
2009,Slovenia,SVN,1678.7506
2010,Slovenia,SVN,1680.1403
2011,Slovenia,SVN,1663.1636
2012,Slovenia,SVN,1644.5905
2013,Slovenia,SVN,1662.4053
2014,Slovenia,SVN,1681.9049
2015,Slovenia,SVN,1687.8574
2016,Slovenia,SVN,1666.9202
2017,Slovenia,SVN,1655.089
2018,Slovenia,SVN,1655.089
2019,Slovenia,SVN,1655.089
2020,Slovenia,SVN,1655.089
2021,Slovenia,SVN,1655.089
2022,Slovenia,SVN,1655.089
2001,South Africa,ZAF,2376.3381
2002,South Africa,ZAF,2382.7659
2003,South Africa,ZAF,2318.6794
2004,South Africa,ZAF,2342.2734
2005,South Africa,ZAF,2399.4282
2006,South Africa,ZAF,2315.748
2007,South Africa,ZAF,2322.1228
2008,South Africa,ZAF,2284.2344
2009,South Africa,ZAF,2249.3083
2010,South Africa,ZAF,2235.7429
2011,South Africa,ZAF,2254.5857
2012,South Africa,ZAF,2224.1082
2013,South Africa,ZAF,2211.9863
2014,South Africa,ZAF,2209.0916
2015,South Africa,ZAF,2209.0916
2016,South Africa,ZAF,2209.0916
2017,South Africa,ZAF,2209.0916
2018,South Africa,ZAF,2209.0916
2019,South Africa,ZAF,2209.0916
2020,South Africa,ZAF,2209.0916
2021,South Africa,ZAF,2209.0916
2022,South Africa,ZAF,2209.0916
1953,South Korea,KOR,2304.5479
1954,South Korea,KOR,2325.1472
1955,South Korea,KOR,2345.9309
1956,South Korea,KOR,2366.9004
1957,South Korea,KOR,2388.0574
1958,South Korea,KOR,2409.4033
1959,South Korea,KOR,2430.9402
1960,South Korea,KOR,2452.6694
1961,South Korea,KOR,2474.593
1962,South Korea,KOR,2496.7126
1963,South Korea,KOR,2519.03
1964,South Korea,KOR,2439.4817
1965,South Korea,KOR,2545.5459
1966,South Korea,KOR,2529.6362
1967,South Korea,KOR,2561.4556
1968,South Korea,KOR,2609.1846
1969,South Korea,KOR,2667.52
1970,South Korea,KOR,2561.4556
1971,South Korea,KOR,2625.0942
1972,South Korea,KOR,2688.7329
1973,South Korea,KOR,2736.4619
1974,South Korea,KOR,2789.4941
1975,South Korea,KOR,2810.707
1976,South Korea,KOR,2895.5586
1977,South Korea,KOR,2863.7393
1978,South Korea,KOR,2895.5586
1979,South Korea,KOR,2879.6489
1980,South Korea,KOR,2863.7393
1981,South Korea,KOR,2879.7378
1982,South Korea,KOR,2892.7366
1983,South Korea,KOR,2910.7349
1984,South Korea,KOR,2906.7354
1985,South Korea,KOR,2881.7375
1986,South Korea,KOR,2910.7349
1987,South Korea,KOR,2879.7378
1988,South Korea,KOR,2833.7419
1989,South Korea,KOR,2730.7515
1990,South Korea,KOR,2676.7563
1991,South Korea,KOR,2660.7578
1992,South Korea,KOR,2638.7598
1993,South Korea,KOR,2655.6575
1994,South Korea,KOR,2640.1453
1995,South Korea,KOR,2647.2344
1996,South Korea,KOR,2636.5608
1997,South Korea,KOR,2580.8613
1998,South Korea,KOR,2485.8723
1999,South Korea,KOR,2492.0903
2000,South Korea,KOR,2509.2881
2001,South Korea,KOR,2495.9204
2002,South Korea,KOR,2454.8811
2003,South Korea,KOR,2423.6482
2004,South Korea,KOR,2391.532
2005,South Korea,KOR,2351.3191
2006,South Korea,KOR,2345.9138
2007,South Korea,KOR,2306.1985
2008,South Korea,KOR,2212.9114
2009,South Korea,KOR,2168.053
2010,South Korea,KOR,2157.0649
2011,South Korea,KOR,2127.1472
2012,South Korea,KOR,2103.2305
2013,South Korea,KOR,2094.2297
2014,South Korea,KOR,2069.3149
2015,South Korea,KOR,2076.2959
2016,South Korea,KOR,2063.3315
2017,South Korea,KOR,2063.3315
2018,South Korea,KOR,2063.3315
2019,South Korea,KOR,2063.3315
2020,South Korea,KOR,2063.3315
2021,South Korea,KOR,2063.3315
2022,South Korea,KOR,2063.3315
1870,Spain,ESP,2968.0
1871,Spain,ESP,2958.8
1872,Spain,ESP,2949.6
1873,Spain,ESP,2940.4
1874,Spain,ESP,2931.2
1875,Spain,ESP,2922.0
1876,Spain,ESP,2912.8
1877,Spain,ESP,2903.6
1878,Spain,ESP,2894.4
1879,Spain,ESP,2885.2
1880,Spain,ESP,2876.0
1881,Spain,ESP,2867.1
1882,Spain,ESP,2858.2
1883,Spain,ESP,2849.3
1884,Spain,ESP,2840.4
1885,Spain,ESP,2831.5
1886,Spain,ESP,2822.6
1887,Spain,ESP,2813.7
1888,Spain,ESP,2804.8
1889,Spain,ESP,2795.9
1890,Spain,ESP,2787.0
1891,Spain,ESP,2779.3
1892,Spain,ESP,2771.6
1893,Spain,ESP,2763.9
1894,Spain,ESP,2756.2
1895,Spain,ESP,2748.5
1896,Spain,ESP,2740.8
1897,Spain,ESP,2733.1
1898,Spain,ESP,2725.4
1899,Spain,ESP,2717.7
1900,Spain,ESP,2710.0
1901,Spain,ESP,2701.6153846153848
1902,Spain,ESP,2693.230769230769
1903,Spain,ESP,2684.846153846154
1904,Spain,ESP,2676.4615384615386
1905,Spain,ESP,2668.076923076923
1906,Spain,ESP,2659.6923076923076
1907,Spain,ESP,2651.3076923076924
1908,Spain,ESP,2642.923076923077
1909,Spain,ESP,2634.5384615384614
1910,Spain,ESP,2626.153846153846
1911,Spain,ESP,2617.769230769231
1912,Spain,ESP,2609.3846153846152
1913,Spain,ESP,2601.0
1914,Spain,ESP,2584.8125
1915,Spain,ESP,2568.625
1916,Spain,ESP,2552.4375
1917,Spain,ESP,2536.25
1918,Spain,ESP,2520.0625
1919,Spain,ESP,2503.875
1920,Spain,ESP,2487.6875
1921,Spain,ESP,2471.5
1922,Spain,ESP,2455.3125
1923,Spain,ESP,2439.125
1924,Spain,ESP,2422.9375
1925,Spain,ESP,2406.75
1926,Spain,ESP,2390.5625
1927,Spain,ESP,2374.375
1928,Spain,ESP,2358.1875
1929,Spain,ESP,2342.0
1930,Spain,ESP,2307.3333333333335
1931,Spain,ESP,2272.6666666666665
1932,Spain,ESP,2238.0
1933,Spain,ESP,2203.3333333333335
1934,Spain,ESP,2168.6666666666665
1935,Spain,ESP,2134.0
1936,Spain,ESP,2099.3333333333335
1937,Spain,ESP,2064.6666666666665
1938,Spain,ESP,2030.0
1939,Spain,ESP,2044.8920083333333
1940,Spain,ESP,2059.7840166666665
1941,Spain,ESP,2074.6760249999998
1942,Spain,ESP,2089.5680333333335
1943,Spain,ESP,2104.4600416666667
1944,Spain,ESP,2119.35205
1945,Spain,ESP,2134.244058333333
1946,Spain,ESP,2149.1360666666665
1947,Spain,ESP,2164.028075
1948,Spain,ESP,2178.9200833333334
1949,Spain,ESP,2193.8120916666667
1950,Spain,ESP,2208.7041
1951,Spain,ESP,2204.5266
1952,Spain,ESP,2200.4651
1953,Spain,ESP,2196.5059
1954,Spain,ESP,2213.5598
1955,Spain,ESP,2195.4749
1956,Spain,ESP,2179.343
1957,Spain,ESP,2164.2705
1958,Spain,ESP,2149.6418
1959,Spain,ESP,2139.0928
1960,Spain,ESP,2129.8408
1961,Spain,ESP,2111.5886
1962,Spain,ESP,2094.3887
1963,Spain,ESP,2077.4646
1964,Spain,ESP,2031.7472
1965,Spain,ESP,2024.0238
1966,Spain,ESP,2025.4124
1967,Spain,ESP,2034.2599
1968,Spain,ESP,1996.5132
1969,Spain,ESP,1988.2668
1970,Spain,ESP,1996.2207
1971,Spain,ESP,1996.3376
1972,Spain,ESP,1992.1937
1973,Spain,ESP,1980.3586
1974,Spain,ESP,1986.5297
1975,Spain,ESP,1996.3567
1976,Spain,ESP,2006.4636
1977,Spain,ESP,2000.2756
1978,Spain,ESP,1973.4487
1979,Spain,ESP,1929.3617
1980,Spain,ESP,1917.9247
1981,Spain,ESP,1884.1837
1982,Spain,ESP,1862.4357
1983,Spain,ESP,1830.6687
1984,Spain,ESP,1786.1127
1985,Spain,ESP,1776.2207
1986,Spain,ESP,1768.2877
1987,Spain,ESP,1760.3707
1988,Spain,ESP,1756.3987
1989,Spain,ESP,1744.4807
1990,Spain,ESP,1746.4478
1991,Spain,ESP,1755.3497
1992,Spain,ESP,1747.4857
1993,Spain,ESP,1739.5718
1994,Spain,ESP,1738.5277
1995,Spain,ESP,1738.8168
1996,Spain,ESP,1740.2025
1997,Spain,ESP,1742.4939
1998,Spain,ESP,1750.9642
1999,Spain,ESP,1756.0535
2000,Spain,ESP,1752.7551
2001,Spain,ESP,1762.5
2002,Spain,ESP,1764.574
2003,Spain,ESP,1755.9388
2004,Spain,ESP,1741.507
2005,Spain,ESP,1725.6006
2006,Spain,ESP,1715.6556
2007,Spain,ESP,1703.4878
2008,Spain,ESP,1712.5524
2009,Spain,ESP,1719.6741
2010,Spain,ESP,1710.3958
2011,Spain,ESP,1715.5109
2012,Spain,ESP,1701.1927
2013,Spain,ESP,1693.5347
2014,Spain,ESP,1694.5872
2015,Spain,ESP,1699.4991
2016,Spain,ESP,1701.3669
2017,Spain,ESP,1686.4973
2018,Spain,ESP,1686.4973
2019,Spain,ESP,1686.4973
2020,Spain,ESP,1686.4973
2021,Spain,ESP,1686.4973
2022,Spain,ESP,1686.4973
1970,Sri Lanka,LKA,1894.261
1971,Sri Lanka,LKA,1893.8901
1972,Sri Lanka,LKA,1893.8713
1973,Sri Lanka,LKA,1893.9866
1974,Sri Lanka,LKA,1894.1637
1975,Sri Lanka,LKA,1894.3438
1976,Sri Lanka,LKA,1894.2008
1977,Sri Lanka,LKA,1949.3335
1978,Sri Lanka,LKA,1953.4127
1979,Sri Lanka,LKA,1957.5671
1980,Sri Lanka,LKA,1961.8099
1981,Sri Lanka,LKA,1969.6782
1982,Sri Lanka,LKA,1972.9618
1983,Sri Lanka,LKA,1986.3512
1984,Sri Lanka,LKA,1966.2671
1985,Sri Lanka,LKA,1893.4132
1986,Sri Lanka,LKA,1956.422
1987,Sri Lanka,LKA,1962.3741
1988,Sri Lanka,LKA,1968.3154
1989,Sri Lanka,LKA,1974.3776
1990,Sri Lanka,LKA,1980.6451
1991,Sri Lanka,LKA,1997.9506
1992,Sri Lanka,LKA,2001.6265
1993,Sri Lanka,LKA,2017.4285
1994,Sri Lanka,LKA,1961.7678
1995,Sri Lanka,LKA,1943.4845
1996,Sri Lanka,LKA,1936.9487
1997,Sri Lanka,LKA,1894.8599
1998,Sri Lanka,LKA,1910.4878
1999,Sri Lanka,LKA,1932.7937
2000,Sri Lanka,LKA,2000.7396
2001,Sri Lanka,LKA,1975.6603
2002,Sri Lanka,LKA,1812.2015
2003,Sri Lanka,LKA,1733.8713
2004,Sri Lanka,LKA,1856.2976
2005,Sri Lanka,LKA,1887.6925
2006,Sri Lanka,LKA,1835.4296
2007,Sri Lanka,LKA,1861.298
2008,Sri Lanka,LKA,1823.991
2009,Sri Lanka,LKA,1810.6287
2010,Sri Lanka,LKA,1872.3361
2011,Sri Lanka,LKA,1993.5437
2012,Sri Lanka,LKA,2052.9392
2013,Sri Lanka,LKA,1896.4591
2014,Sri Lanka,LKA,1926.2461
2015,Sri Lanka,LKA,1923.9354
2016,Sri Lanka,LKA,1923.9354
2017,Sri Lanka,LKA,1923.9354
2018,Sri Lanka,LKA,1923.9354
2019,Sri Lanka,LKA,1923.9354
2020,Sri Lanka,LKA,1923.9354
2021,Sri Lanka,LKA,1923.9354
2022,Sri Lanka,LKA,1923.9354
1870,Sweden,SWE,3436.0
1871,Sweden,SWE,3411.1
1872,Sweden,SWE,3386.2
1873,Sweden,SWE,3361.3
1874,Sweden,SWE,3336.4
1875,Sweden,SWE,3311.5
1876,Sweden,SWE,3286.6
1877,Sweden,SWE,3261.7
1878,Sweden,SWE,3236.8
1879,Sweden,SWE,3211.9
1880,Sweden,SWE,3187.0
1881,Sweden,SWE,3162.0
1882,Sweden,SWE,3137.0
1883,Sweden,SWE,3112.0
1884,Sweden,SWE,3087.0
1885,Sweden,SWE,3062.0
1886,Sweden,SWE,3037.0
1887,Sweden,SWE,3012.0
1888,Sweden,SWE,2987.0
1889,Sweden,SWE,2962.0
1890,Sweden,SWE,2937.0
1891,Sweden,SWE,2917.8
1892,Sweden,SWE,2898.6
1893,Sweden,SWE,2879.4
1894,Sweden,SWE,2860.2
1895,Sweden,SWE,2841.0
1896,Sweden,SWE,2821.8
1897,Sweden,SWE,2802.6
1898,Sweden,SWE,2783.4
1899,Sweden,SWE,2764.2
1900,Sweden,SWE,2745.0
1901,Sweden,SWE,2745.0
1902,Sweden,SWE,2745.0
1903,Sweden,SWE,2745.0
1904,Sweden,SWE,2745.0
1905,Sweden,SWE,2745.0
1906,Sweden,SWE,2745.0
1907,Sweden,SWE,2745.0
1908,Sweden,SWE,2745.0
1909,Sweden,SWE,2745.0
1910,Sweden,SWE,2745.0
1911,Sweden,SWE,2745.0
1912,Sweden,SWE,2745.0
1913,Sweden,SWE,2745.0
1914,Sweden,SWE,2707.9375
1915,Sweden,SWE,2670.875
1916,Sweden,SWE,2633.8125
1917,Sweden,SWE,2596.75
1918,Sweden,SWE,2559.6875
1919,Sweden,SWE,2522.625
1920,Sweden,SWE,2485.5625
1921,Sweden,SWE,2448.5
1922,Sweden,SWE,2411.4375
1923,Sweden,SWE,2374.375
1924,Sweden,SWE,2337.3125
1925,Sweden,SWE,2300.25
1926,Sweden,SWE,2263.1875
1927,Sweden,SWE,2226.125
1928,Sweden,SWE,2189.0625
1929,Sweden,SWE,2152.0
1930,Sweden,SWE,2149.6666666666665
1931,Sweden,SWE,2147.3333333333335
1932,Sweden,SWE,2145.0
1933,Sweden,SWE,2142.6666666666665
1934,Sweden,SWE,2140.3333333333335
1935,Sweden,SWE,2138.0
1936,Sweden,SWE,2135.6666666666665
1937,Sweden,SWE,2133.3333333333335
1938,Sweden,SWE,2131.0
1939,Sweden,SWE,2119.1925666666666
1940,Sweden,SWE,2107.385133333333
1941,Sweden,SWE,2095.5777
1942,Sweden,SWE,2083.7702666666664
1943,Sweden,SWE,2071.9628333333335
1944,Sweden,SWE,2060.1554
1945,Sweden,SWE,2048.3479666666667
1946,Sweden,SWE,2036.5405333333333
1947,Sweden,SWE,2024.7331
1948,Sweden,SWE,2012.9256666666665
1949,Sweden,SWE,2001.1182333333334
1950,Sweden,SWE,1989.3108
1951,Sweden,SWE,1980.4301
1952,Sweden,SWE,1980.4301
1953,Sweden,SWE,1960.6948
1954,Sweden,SWE,1971.5492
1955,Sweden,SWE,1960.6948
1956,Sweden,SWE,1936.0258
1957,Sweden,SWE,1936.0258
1958,Sweden,SWE,1904.4493
1959,Sweden,SWE,1878.7936
1960,Sweden,SWE,1873.8597
1961,Sweden,SWE,1875.8333
1962,Sweden,SWE,1863.9922
1963,Sweden,SWE,1858.0715
1964,Sweden,SWE,1827.4819
1965,Sweden,SWE,1816.6276
1966,Sweden,SWE,1802.813
1967,Sweden,SWE,1772.2234
1968,Sweden,SWE,1729.7926
1969,Sweden,SWE,1707.097
1970,Sweden,SWE,1707.097
1971,Sweden,SWE,1675.2631
1972,Sweden,SWE,1635.7161
1973,Sweden,SWE,1620.2201
1974,Sweden,SWE,1601.4701
1975,Sweden,SWE,1577.8241
1976,Sweden,SWE,1590.8451
1977,Sweden,SWE,1560.8611
1978,Sweden,SWE,1523.1381
1979,Sweden,SWE,1513.863
1980,Sweden,SWE,1516.8071
1981,Sweden,SWE,1508.4111
1982,Sweden,SWE,1522.5421
1983,Sweden,SWE,1531.8391
1984,Sweden,SWE,1534.0171
1985,Sweden,SWE,1538.0541
1986,Sweden,SWE,1536.0721
1987,Sweden,SWE,1546.1901
1988,Sweden,SWE,1565.7601
1989,Sweden,SWE,1564.6121
1990,Sweden,SWE,1560.9371
1991,Sweden,SWE,1547.6721
1992,Sweden,SWE,1565.2802
1993,Sweden,SWE,1596.9991
1994,Sweden,SWE,1635.2219
1995,Sweden,SWE,1640.3448
1996,Sweden,SWE,1653.0409
1997,Sweden,SWE,1657.969
1998,Sweden,SWE,1656.319
1999,Sweden,SWE,1664.8116
2000,Sweden,SWE,1642.0825
2001,Sweden,SWE,1618.2073
2002,Sweden,SWE,1594.8739
2003,Sweden,SWE,1581.5632
2004,Sweden,SWE,1605.5105
2005,Sweden,SWE,1605.0636
2006,Sweden,SWE,1599.1272
2007,Sweden,SWE,1611.4955
2008,Sweden,SWE,1616.8645
2009,Sweden,SWE,1609.1475
2010,Sweden,SWE,1635.0068
2011,Sweden,SWE,1632.517
2012,Sweden,SWE,1618.3754
2013,Sweden,SWE,1608.7183
2014,Sweden,SWE,1609.4229
2015,Sweden,SWE,1610.072
2016,Sweden,SWE,1626.4591
2017,Sweden,SWE,1609.2896
2018,Sweden,SWE,1609.2896
2019,Sweden,SWE,1609.2896
2020,Sweden,SWE,1609.2896
2021,Sweden,SWE,1609.2896
2022,Sweden,SWE,1609.2896
1870,Switzerland,CHE,3195.0
1871,Switzerland,CHE,3183.8
1872,Switzerland,CHE,3172.6
1873,Switzerland,CHE,3161.4
1874,Switzerland,CHE,3150.2
1875,Switzerland,CHE,3139.0
1876,Switzerland,CHE,3127.8
1877,Switzerland,CHE,3116.6
1878,Switzerland,CHE,3105.4
1879,Switzerland,CHE,3094.2
1880,Switzerland,CHE,3083.0
1881,Switzerland,CHE,3067.2
1882,Switzerland,CHE,3051.4
1883,Switzerland,CHE,3035.6
1884,Switzerland,CHE,3019.8
1885,Switzerland,CHE,3004.0
1886,Switzerland,CHE,2988.2
1887,Switzerland,CHE,2972.4
1888,Switzerland,CHE,2956.6
1889,Switzerland,CHE,2940.8
1890,Switzerland,CHE,2925.0
1891,Switzerland,CHE,2915.9
1892,Switzerland,CHE,2906.8
1893,Switzerland,CHE,2897.7
1894,Switzerland,CHE,2888.6
1895,Switzerland,CHE,2879.5
1896,Switzerland,CHE,2870.4
1897,Switzerland,CHE,2861.3
1898,Switzerland,CHE,2852.2
1899,Switzerland,CHE,2843.1
1900,Switzerland,CHE,2834.0
1901,Switzerland,CHE,2824.0
1902,Switzerland,CHE,2814.0
1903,Switzerland,CHE,2804.0
1904,Switzerland,CHE,2794.0
1905,Switzerland,CHE,2784.0
1906,Switzerland,CHE,2774.0
1907,Switzerland,CHE,2764.0
1908,Switzerland,CHE,2754.0
1909,Switzerland,CHE,2744.0
1910,Switzerland,CHE,2734.0
1911,Switzerland,CHE,2724.0
1912,Switzerland,CHE,2714.0
1913,Switzerland,CHE,2704.0
1914,Switzerland,CHE,2677.5625
1915,Switzerland,CHE,2651.125
1916,Switzerland,CHE,2624.6875
